species_code,Вид,stage_code,Стадия,physiological_state,MER_reference,nutrient_code,category_code,Категория,Нутриент RU,Nutrient EN,Ед./1000 ккал ME,min_value,min_value_upper,source_value_text,is_established,footnote,source_table,source_page,source_url,Примечание
cat,Кошка,cat_growth,Рост,growth,,threonine,amino_acid,Аминокислоты,Треонин,Threonine,g,1.63,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,threonine,amino_acid,Аминокислоты,Треонин,Threonine,g,1.63,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,tryptophan,amino_acid,Аминокислоты,Триптофан,Tryptophan,g,0.44,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,tryptophan,amino_acid,Аминокислоты,Триптофан,Tryptophan,g,0.33,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,tryptophan,amino_acid,Аминокислоты,Триптофан,Tryptophan,g,0.4,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,tryptophan,amino_acid,Аминокислоты,Триптофан,Tryptophan,g,0.4,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,valine,amino_acid,Аминокислоты,Валин,Valine,g,1.7,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,valine,amino_acid,Аминокислоты,Валин,Valine,g,1.28,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,valine,amino_acid,Аминокислоты,Валин,Valine,g,1.6,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,valine,amino_acid,Аминокислоты,Валин,Valine,g,1.6,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,taurine_canned,vitamin_like,Витаминоподобные вещества,Таурин — влажный корм,Taurine (canned pet food),g,0.67,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,taurine_canned,vitamin_like,Витаминоподобные вещества,Таурин — влажный корм,Taurine (canned pet food),g,0.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,taurine_canned,vitamin_like,Витаминоподобные вещества,Таурин — влажный корм,Taurine (canned pet food),g,0.63,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,taurine_canned,vitamin_like,Витаминоподобные вещества,Таурин — влажный корм,Taurine (canned pet food),g,0.63,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,taurine_dry,vitamin_like,Витаминоподобные вещества,Таурин — сухой корм,Taurine (dry pet food),g,0.33,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,taurine_dry,vitamin_like,Витаминоподобные вещества,Таурин — сухой корм,Taurine (dry pet food),g,0.25,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,taurine_dry,vitamin_like,Витаминоподобные вещества,Таурин — сухой корм,Taurine (dry pet food),g,0.25,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,taurine_dry,vitamin_like,Витаминоподобные вещества,Таурин — сухой корм,Taurine (dry pet food),g,0.25,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,fat,macronutrient,Основные питательные вещества,Жир,Fat,g,22.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,fat,macronutrient,Основные питательные вещества,Жир,Fat,g,22.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,fat,macronutrient,Основные питательные вещества,Жир,Fat,g,22.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,fat,macronutrient,Основные питательные вещества,Жир,Fat,g,22.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,linoleic_acid,fatty_acid,Жирные кислоты,Линолевая кислота (ω-6),Linoleic acid (ω-6),g,1.67,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,linoleic_acid,fatty_acid,Жирные кислоты,Линолевая кислота (ω-6),Linoleic acid (ω-6),g,1.25,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,linoleic_acid,fatty_acid,Жирные кислоты,Линолевая кислота (ω-6),Linoleic acid (ω-6),g,1.38,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,linoleic_acid,fatty_acid,Жирные кислоты,Линолевая кислота (ω-6),Linoleic acid (ω-6),g,1.38,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,arachidonic_acid,fatty_acid,Жирные кислоты,Арахидоновая кислота (ω-6),Arachidonic acid (ω-6),mg,20.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,arachidonic_acid,fatty_acid,Жирные кислоты,Арахидоновая кислота (ω-6),Arachidonic acid (ω-6),mg,15.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,arachidonic_acid,fatty_acid,Жирные кислоты,Арахидоновая кислота (ω-6),Arachidonic acid (ω-6),mg,50.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,arachidonic_acid,fatty_acid,Жирные кислоты,Арахидоновая кислота (ω-6),Arachidonic acid (ω-6),mg,50.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,alpha_linolenic_acid,fatty_acid,Жирные кислоты,Альфа-линоленовая кислота (ω-3),Alpha-linolenic acid (ω-3),g,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,alpha_linolenic_acid,fatty_acid,Жирные кислоты,Альфа-линоленовая кислота (ω-3),Alpha-linolenic acid (ω-3),g,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,alpha_linolenic_acid,fatty_acid,Жирные кислоты,Альфа-линоленовая кислота (ω-3),Alpha-linolenic acid (ω-3),g,0.05,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,alpha_linolenic_acid,fatty_acid,Жирные кислоты,Альфа-линоленовая кислота (ω-3),Alpha-linolenic acid (ω-3),g,0.05,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,epa_dha,fatty_acid,Жирные кислоты,ЭПК + ДГК (ω-3),EPA + DHA (ω-3),g,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,epa_dha,fatty_acid,Жирные кислоты,ЭПК + ДГК (ω-3),EPA + DHA (ω-3),g,,,,False,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,epa_dha,fatty_acid,Жирные кислоты,ЭПК + ДГК (ω-3),EPA + DHA (ω-3),g,0.03,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,epa_dha,fatty_acid,Жирные кислоты,ЭПК + ДГК (ω-3),EPA + DHA (ω-3),g,0.03,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,calcium,major_mineral,Макроминералы,Кальций,Calcium,g,1.33,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,calcium,major_mineral,Макроминералы,Кальций,Calcium,g,1.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,calcium,major_mineral,Макроминералы,Кальций,Calcium,g,2.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,calcium,major_mineral,Макроминералы,Кальций,Calcium,g,2.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,phosphorus,major_mineral,Макроминералы,Фосфор,Phosphorus,g,0.85,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,phosphorus,major_mineral,Макроминералы,Фосфор,Phosphorus,g,0.64,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,phosphorus,major_mineral,Макроминералы,Фосфор,Phosphorus,g,2.1,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,phosphorus,major_mineral,Макроминералы,Фосфор,Phosphorus,g,2.1,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,ca_p_ratio,ratio,Соотношения,Соотношение Ca:P,Ca/P ratio,ratio,1.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,ca_p_ratio,ratio,Соотношения,Соотношение Ca:P,Ca/P ratio,ratio,1.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,ca_p_ratio,ratio,Соотношения,Соотношение Ca:P,Ca/P ratio,ratio,1.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,ca_p_ratio,ratio,Соотношения,Соотношение Ca:P,Ca/P ratio,ratio,1.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,potassium,major_mineral,Макроминералы,Калий,Potassium,g,2.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,potassium,major_mineral,Макроминералы,Калий,Potassium,g,1.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,potassium,major_mineral,Макроминералы,Калий,Potassium,g,1.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,potassium,major_mineral,Макроминералы,Калий,Potassium,g,1.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,sodium,major_mineral,Макроминералы,Натрий,Sodium,g,0.25,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,sodium,major_mineral,Макроминералы,Натрий,Sodium,g,0.19,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,sodium,major_mineral,Макроминералы,Натрий,Sodium,g,0.4,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,sodium,major_mineral,Макроминералы,Натрий,Sodium,g,0.4,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,chloride,major_mineral,Макроминералы,Хлорид,Chloride,g,0.39,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,chloride,major_mineral,Макроминералы,Хлорид,Chloride,g,0.29,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,chloride,major_mineral,Макроминералы,Хлорид,Chloride,g,0.6,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,chloride,major_mineral,Макроминералы,Хлорид,Chloride,g,0.6,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,magnesium,major_mineral,Макроминералы,Магний,Magnesium,g,0.13,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,magnesium,major_mineral,Макроминералы,Магний,Magnesium,g,0.1,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,magnesium,major_mineral,Макроминералы,Магний,Magnesium,g,0.13,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,magnesium,major_mineral,Макроминералы,Магний,Magnesium,g,0.13,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,copper,trace_element,Микроэлементы,Медь,Copper,mg,1.67,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,copper,trace_element,Микроэлементы,Медь,Copper,mg,1.25,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,copper,trace_element,Микроэлементы,Медь,Copper,mg,2.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,copper,trace_element,Микроэлементы,Медь,Copper,mg,2.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,iodine,trace_element,Микроэлементы,Йод,Iodine,mg,0.43,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,iodine,trace_element,Микроэлементы,Йод,Iodine,mg,0.33,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,iodine,trace_element,Микроэлементы,Йод,Iodine,mg,0.45,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,iodine,trace_element,Микроэлементы,Йод,Iodine,mg,0.45,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,iron,trace_element,Микроэлементы,Железо,Iron,mg,26.7,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,iron,trace_element,Микроэлементы,Железо,Iron,mg,20.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,iron,trace_element,Микроэлементы,Железо,Iron,mg,20.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,iron,trace_element,Микроэлементы,Железо,Iron,mg,20.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,manganese,trace_element,Микроэлементы,Марганец,Manganese,mg,1.67,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,manganese,trace_element,Микроэлементы,Марганец,Manganese,mg,1.25,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,manganese,trace_element,Микроэлементы,Марганец,Manganese,mg,2.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_reproduction,Репродукция,reproduction,,manganese,trace_element,Микроэлементы,Марганец,Manganese,mg,2.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
cat,Кошка,cat_adult_mer75,Взрослая кошка — MER 75,adult,75 kcal/kg BW^0.67,selenium_wet,trace_element,Микроэлементы,Селен — влажные рационы,Selenium (wet diets),µg,87.5,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_adult_mer100,Взрослая кошка — MER 100,adult,100 kcal/kg BW^0.67,selenium_wet,trace_element,Микроэлементы,Селен — влажные рационы,Selenium (wet diets),µg,65.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,
cat,Кошка,cat_growth,Рост,growth,,selenium_wet,trace_element,Микроэлементы,Селен — влажные рационы,Selenium (wet diets),µg,75.0,,,True,,III-4b,19,https://europeanpetfood.org/wp-content/uploads/2025/09/FEDIAF-Nutritional-Guidelines_2025-ONLINE.pdf,В исходной таблице рост и репродукция объединены; значение одинаковое.
